Inventory_ID,Warehouse_ID,Product_ID,Inventory_Date,Stock_Quantity,Reserved_Quantity,Damaged_Quantity
216826,716,7654,2025-06-29,589,779,37
216827,829,4259,2025-05-05,1086,910,2
216828,211,8845,2025-03-20,1926,697,60
216829,30,10461,2025-02-28,4529,118,35
216830,379,1680,2025-03-24,4236,795,95
216831,855,17818,2025-02-27,1125,263,57
216832,165,7427,2025-06-16,1459,144,78
216833,37,18412,2025-01-12,3687,628,72
216834,86,16124,2025-02-21,3589,866,12
216835,550,16855,2025-06-03,1508,883,52
216836,575,17691,2025-01-19,4748,575,23
216837,600,9026,2025-05-10,246,110,1
216838,633,13395,2025-01-09,3202,8,37
216839,619,17322,2025-03-29,4845,292,42
216840,147,6091,2025-06-09,2941,631,45
216841,8,10401,2025-08-19,1826,570,32
216842,305,17195,2025-08-04,1282,216,52
216843,844,7046,2025-07-20,4824,732,26
216844,403,7509,2025-05-06,2498,404,51
216845,709,16449,2025-05-04,3832,662,27
216846,252,3851,2025-03-28,625,121,79
216847,676,8112,2025-01-31,3815,62,43
216848,33,6801,2025-02-09,634,978,55
216849,187,17973,2025-02-10,1118,206,24
216850,831,19911,2025-01-02,3771,278,82
216851,321,15804,2025-02-09,2717,894,95
216852,128,16206,2025-02-15,3036,364,39
216853,576,13600,2025-02-08,1661,122,69
216854,658,15254,2025-04-22,522,177,52
216855,151,17355,2025-07-22,4900,790,23
216856,982,8506,2025-07-31,3028,728,42
216857,68,15061,2025-02-25,3025,56,17
216858,188,3649,2025-01-30,1278,935,61
216859,645,17776,2025-06-07,4679,277,71
216860,806,4143,2025-02-12,4627,936,16
216861,979,1011,2025-03-14,4821,982,12
216862,961,8032,2025-02-04,3961,74,58
216863,82,3033,2025-06-26,452,375,49
216864,754,12374,2025-03-06,1573,926,94
216865,229,12341,2025-03-25,395,554,40
216866,544,10946,2025-07-25,924,6,57
216867,64,3833,2025-03-12,543,834,82
216868,611,14373,2025-02-09,4908,651,48
216869,944,12157,2025-01-23,1365,924,78
216870,485,8954,2025-02-01,3334,255,66
216871,183,8066,2025-07-16,123,98,44
216872,72,1104,2025-03-15,988,98,74
216873,335,19970,2025-04-05,3919,727,17
216874,612,14039,2025-04-01,1094,595,81
216875,935,12775,2025-04-04,1207,217,97
216876,108,5497,2025-03-11,1684,600,30
216877,787,9811,2025-06-30,4195,121,90
216878,210,4897,2025-04-27,223,427,45
216879,624,4092,2025-02-03,1811,930,34
216880,467,1796,2025-06-13,2174,934,84
216881,792,15078,2025-05-24,1693,223,8
216882,514,12921,2025-05-17,1532,350,69
216883,759,7879,2025-05-31,4554,723,19
216884,190,7725,2025-04-03,4814,962,65
216885,317,4125,2025-06-14,1743,73,76
216886,980,14955,2025-02-20,4285,706,62
216887,388,5912,2025-07-09,312,982,99
216888,419,10662,2025-01-30,4032,361,9
216889,529,13901,2025-05-08,3223,980,39
216890,516,7301,2025-03-09,1277,992,10
216891,211,17767,2025-04-13,224,766,17
216892,358,15262,2025-03-11,1887,157,18
216893,960,19455,2025-07-19,1406,532,31
216894,105,3033,2025-03-05,2618,493,19
216895,828,13295,2025-02-16,314,325,8
216896,303,519,2025-04-27,4056,735,64
216897,229,2695,2025-08-05,1458,911,65
216898,217,9460,2025-06-07,566,850,68
216899,248,8877,2025-03-14,3094,617,7
216900,327,7094,2025-01-04,3829,409,30
216901,201,11651,2025-01-20,4964,385,50
216902,330,9566,2025-02-16,872,4,44
216903,23,11325,2025-08-15,2597,864,18
216904,487,4365,2025-01-20,4978,401,40
216905,395,11154,2025-03-13,4531,369,95
216906,640,2529,2025-03-04,4543,876,89
216907,511,2027,2025-04-13,2980,711,21
216908,400,12926,2025-07-20,3512,22,9
216909,730,17598,2025-03-25,2207,619,53
216910,822,7117,2025-01-30,3118,338,6
216911,674,19918,2025-08-22,2478,807,97
216912,198,17808,2025-02-26,1160,179,42
216913,919,389,2025-02-24,238,101,29
216914,152,3683,2025-02-21,4103,756,10
216915,661,19553,2025-07-08,852,917,56
216916,430,14264,2025-04-24,2984,858,99
216917,645,9092,2025-05-10,3928,21,21
216918,270,14321,2025-03-16,1358,848,98
216919,845,11091,2025-05-10,4305,417,67
216920,368,17056,2025-07-17,2951,76,4
216921,547,18151,2025-05-13,1048,671,84
216922,411,10051,2025-08-22,1103,977,94
216923,894,16661,2025-05-01,1378,470,51
216924,485,2231,2025-08-25,2521,482,92
216925,491,7836,2025-04-16,2479,88,69
216926,475,678,2025-05-21,1469,874,81
216927,816,8923,2025-01-21,190,705,99
216928,981,1665,2025-01-22,295,710,92
216929,594,1121,2025-02-12,533,64,2
216930,77,1730,2025-08-12,521,404,39
216931,577,13949,2025-02-22,3963,490,45
216932,63,2790,2025-07-19,2994,655,68
216933,432,8702,2025-08-14,1213,268,22
216934,213,13632,2025-03-06,446,570,14
216935,459,9623,2025-01-17,4195,832,23
216936,634,10703,2025-04-19,2609,657,19
216937,71,15077,2025-01-21,2630,499,52
216938,948,13776,2025-01-23,4904,645,33
216939,793,7399,2025-05-18,1941,313,87
216940,486,4335,2025-07-15,2432,324,91
216941,698,302,2025-05-14,1125,634,91
216942,690,4607,2025-02-20,1377,67,55
216943,367,7435,2025-08-25,272,687,65
216944,60,164,2025-03-14,4806,740,2
216945,35,10076,2025-01-18,431,178,42
216946,245,15098,2025-08-18,4052,267,52
216947,279,7256,2025-01-17,4363,168,23
216948,290,8892,2025-03-09,2799,25,74
216949,75,14970,2025-07-11,2411,273,71
216950,974,17349,2025-03-12,2728,264,18
216951,510,6173,2025-01-28,4662,700,8
216952,667,15318,2025-01-25,4160,587,34
216953,273,7718,2025-05-17,2739,660,19
216954,459,19481,2025-07-08,1981,809,29
216955,730,18354,2025-02-24,180,389,71
216956,388,11279,2025-07-14,2877,503,91
216957,406,6929,2025-02-17,3291,737,88
216958,189,3505,2025-01-23,955,618,88
216959,328,11693,2025-02-18,2711,308,25
216960,916,13772,2025-03-08,1472,339,5
216961,676,17857,2025-03-30,1419,60,83
216962,700,4204,2025-08-21,3478,347,53
216963,89,9965,2025-06-17,927,994,52
216964,342,17066,2025-04-12,1282,165,88
216965,885,18593,2025-06-06,4939,461,30
216966,966,7100,2025-07-02,2240,875,17
216967,45,4901,2025-08-24,634,825,46
216968,742,5798,2025-05-30,4927,537,95
216969,116,533,2025-08-01,4698,880,60
216970,580,17290,2025-05-05,2082,258,54
216971,303,7295,2025-02-19,4546,17,58
216972,511,12557,2025-08-02,2843,672,76
216973,689,14663,2025-05-06,1432,415,17
216974,403,16694,2025-05-26,2275,296,25
216975,897,3847,2025-08-02,183,48,64
216976,421,1296,2025-02-25,1342,587,9
216977,819,15139,2025-02-17,4263,12,97
216978,388,10036,2025-02-16,2196,324,60
216979,25,3654,2025-06-10,4890,391,36
216980,44,17827,2025-02-21,250,831,24
216981,995,9653,2025-01-24,4008,340,12
216982,993,5252,2025-07-10,23,908,19
216983,187,17849,2025-01-16,1227,789,58
216984,466,8095,2025-08-05,3442,97,2
216985,757,16496,2025-06-21,1224,691,4
216986,192,11514,2025-08-09,1687,937,61
216987,97,16115,2025-06-18,2573,93,13
216988,342,12731,2025-05-18,2024,758,53
216989,34,16207,2025-01-18,4603,791,69
216990,476,6853,2025-08-22,3833,890,63
216991,10,5850,2025-05-12,4660,395,84
216992,350,16831,2025-05-16,344,538,32
216993,808,4807,2025-06-16,440,423,26
216994,21,6273,2025-05-06,3269,692,43
216995,332,17281,2025-02-06,1739,428,56
216996,288,10829,2025-07-02,2278,820,64
216997,639,16889,2025-08-17,4725,16,33
216998,848,13857,2025-08-13,3075,822,72
216999,654,8691,2025-03-16,1440,792,3
217000,479,10413,2025-08-23,3454,339,75
217001,545,9598,2025-05-31,1144,245,41
217002,614,10229,2025-07-20,4586,967,57
217003,779,8327,2025-08-27,3873,567,21
217004,790,6148,2025-07-11,926,848,72
217005,360,14952,2025-02-10,3057,683,99
217006,321,14448,2025-04-28,3060,61,10
217007,342,11183,2025-07-05,4396,430,94
217008,924,477,2025-02-18,451,369,30
217009,973,12422,2025-01-29,2961,919,33
217010,612,2529,2025-03-11,407,132,68
217011,849,15640,2025-05-03,3447,647,94
217012,662,9467,2025-02-05,4761,984,76
217013,258,7827,2025-06-07,1234,762,29
217014,274,413,2025-06-22,3887,650,6
217015,856,15486,2025-05-26,219,103,45
217016,643,8189,2025-05-17,4307,745,27
217017,401,16,2025-03-08,2177,766,17
217018,238,1806,2025-04-17,4125,630,84
217019,507,5217,2025-01-08,3207,175,64
217020,436,8012,2025-08-20,1979,783,48
217021,688,1459,2025-08-16,4568,837,74
217022,900,8084,2025-06-28,1752,80,56
217023,803,10396,2025-06-02,1648,304,9
217024,642,17901,2025-05-28,1397,52,35
217025,479,3853,2025-04-19,3016,141,98
217026,240,3436,2025-05-13,428,517,28
217027,512,13007,2025-06-10,3675,821,10
217028,324,12616,2025-01-13,2423,980,5
217029,90,16413,2025-02-05,1985,211,81
217030,633,11509,2025-02-13,3508,558,12
217031,292,5088,2025-03-02,4033,20,2
217032,904,4401,2025-02-13,2526,70,16
217033,45,8826,2025-07-04,1840,291,32
217034,791,7877,2025-07-27,2885,903,47
217035,919,9254,2025-07-08,1232,445,84
217036,669,156,2025-07-20,2383,159,18
217037,750,17531,2025-08-17,4858,358,45
217038,327,14987,2025-06-21,1226,287,14
217039,660,1630,2025-07-04,1606,540,47
217040,292,4731,2025-03-16,693,564,88
217041,929,13583,2025-02-01,509,888,53
217042,491,11647,2025-01-16,1669,858,69
217043,975,348,2025-01-10,1401,438,22
217044,561,4749,2025-03-04,3788,917,91
217045,639,142,2025-03-18,4523,249,82
217046,51,15567,2025-02-18,4597,724,86
217047,646,3480,2025-06-03,710,280,28
217048,707,6239,2025-01-29,1201,472,61
217049,287,5229,2025-03-07,592,131,20
217050,197,5714,2025-06-09,850,374,61
217051,260,326,2025-02-06,4642,748,35
217052,631,10164,2025-01-23,2607,774,58
217053,247,8264,2025-08-08,1713,394,66
217054,155,10415,2025-02-05,3300,157,99
217055,679,2786,2025-02-07,1298,118,99
217056,451,14888,2025-04-24,3575,988,55
217057,243,8806,2025-06-02,4726,16,1
217058,314,11379,2025-03-28,1222,774,15
217059,366,11782,2025-01-27,3993,307,47
217060,995,19745,2025-02-27,3135,843,30
217061,745,14379,2025-03-15,1808,639,80
217062,394,8376,2025-07-28,1370,423,3
217063,426,4778,2025-07-30,4938,506,40
217064,535,9891,2025-03-23,751,178,68
217065,148,1370,2025-07-11,2730,940,27
217066,207,11528,2025-05-27,3814,850,72
217067,266,2912,2025-03-10,3491,424,5
217068,446,5989,2025-06-06,4625,735,79
217069,621,13553,2025-07-10,3842,805,28
217070,280,12223,2025-02-03,550,410,73
217071,279,9595,2025-05-06,1544,970,89
217072,55,15221,2025-07-22,768,282,95
217073,298,17432,2025-03-19,3863,868,42
217074,432,7888,2025-02-20,4707,623,24
217075,39,19595,2025-03-02,1264,953,58
217076,697,13541,2025-01-21,3408,767,3
217077,460,3671,2025-08-03,3663,424,65
217078,620,7344,2025-03-22,4386,562,17
217079,801,4858,2025-05-05,4807,125,20
217080,859,10726,2025-02-08,3806,631,19
217081,432,17328,2025-05-13,3088,738,99
217082,978,16047,2025-08-28,1720,848,52
217083,813,16716,2025-03-14,365,699,65
217084,790,386,2025-02-28,4919,231,27
217085,593,2919,2025-04-24,3183,959,11
217086,775,3730,2025-01-07,280,449,67
217087,227,16162,2025-02-26,3738,548,19
217088,786,15731,2025-06-27,1764,579,52
217089,333,19014,2025-02-08,1838,291,66
217090,719,15409,2025-02-26,2411,913,89
217091,857,9929,2025-06-28,1,719,48
217092,893,17450,2025-03-30,3554,685,73
217093,827,2697,2025-08-10,289,844,49
217094,746,14703,2025-07-17,4398,535,99
217095,576,19073,2025-08-28,1487,735,39
217096,876,5832,2025-02-03,3853,518,63
217097,235,19414,2025-06-08,805,834,23
217098,98,9159,2025-05-07,2416,834,87
217099,595,18540,2025-03-30,80,958,97
217100,258,14803,2025-06-12,1795,741,70
217101,850,10653,2025-07-20,963,376,94
217102,229,2183,2025-03-06,371,395,11
217103,173,3299,2025-05-19,2353,991,52
217104,931,5621,2025-08-14,1369,11,41
217105,367,19654,2025-08-07,156,751,21
217106,132,14556,2025-07-07,4617,536,41
217107,731,12079,2025-04-24,4112,792,48
217108,775,8084,2025-05-14,4097,15,17
217109,269,9904,2025-08-10,2459,913,0
217110,118,9318,2025-04-02,2154,572,82
217111,474,9644,2025-07-16,4730,394,11
217112,474,11016,2025-07-07,3831,837,57
217113,116,6892,2025-02-07,2876,658,68
217114,613,8934,2025-01-02,1601,680,87
217115,46,13563,2025-07-25,2590,577,80
217116,716,342,2025-08-07,4352,352,26
217117,506,7432,2025-05-01,3178,248,81
217118,870,3374,2025-04-02,1200,589,58
217119,305,6519,2025-07-12,3741,478,95
217120,486,4951,2025-03-02,1178,114,74
217121,754,3457,2025-01-18,1496,943,87
217122,446,6126,2025-06-06,109,529,81
217123,379,5288,2025-07-11,912,564,33
217124,174,2975,2025-04-14,2202,669,10
217125,672,19021,2025-03-17,4446,100,93
217126,129,12680,2025-02-28,1228,925,18
217127,937,16263,2025-03-11,4683,516,64
217128,368,3487,2025-03-12,3720,110,20
217129,168,9293,2025-03-26,3123,604,55
217130,984,2910,2025-02-06,2836,830,61
217131,905,5015,2025-07-02,394,842,24
217132,878,6650,2025-07-13,13,633,56
217133,519,3198,2025-06-17,3835,91,46
217134,28,16919,2025-05-18,2045,808,12
217135,715,2094,2025-07-04,3028,347,67
217136,306,19721,2025-06-11,2379,671,73
217137,476,8743,2025-08-16,886,201,78
217138,560,14649,2025-03-27,1794,639,6
217139,357,10874,2025-06-17,83,463,67
217140,32,15416,2025-02-05,578,364,5
217141,237,8767,2025-01-16,1599,275,42
217142,605,10600,2025-03-24,305,652,40
217143,449,12582,2025-04-27,150,743,59
217144,816,10193,2025-04-08,4142,125,90
217145,782,15816,2025-07-05,114,936,73
217146,517,16732,2025-07-29,2053,796,68
217147,455,14140,2025-05-07,3323,233,0
217148,831,10952,2025-06-17,1708,248,26
217149,352,6314,2025-06-10,1403,841,19
217150,140,14108,2025-08-10,2035,798,5
217151,302,17991,2025-03-09,696,415,37
217152,28,19957,2025-07-08,3738,163,69
217153,29,7684,2025-02-06,3883,162,16
217154,803,9708,2025-07-05,2788,956,71
217155,77,15341,2025-07-12,2172,165,96
217156,606,8997,2025-02-24,3708,948,29
217157,123,4386,2025-01-06,1856,409,82
217158,152,17184,2025-05-15,2995,192,98
217159,536,2162,2025-05-27,1526,163,52
217160,565,1588,2025-02-16,437,483,60
217161,332,1278,2025-08-01,1653,495,27
217162,958,3881,2025-05-06,3614,454,45
217163,309,368,2025-01-21,2634,880,24
217164,249,8276,2025-01-18,4887,981,95
217165,215,8486,2025-08-28,716,90,42
217166,165,2026,2025-02-08,1641,894,37
217167,242,624,2025-08-03,2585,190,1
217168,45,12031,2025-02-13,3564,138,92
217169,97,249,2025-02-18,3658,362,25
217170,131,12550,2025-06-24,4888,171,40
217171,162,5618,2025-02-05,2525,908,77
217172,621,10073,2025-08-16,2889,11,95
217173,504,9585,2025-02-06,88,225,38
217174,246,1618,2025-05-30,2075,166,83
217175,209,14649,2025-02-10,4227,90,50
217176,885,17003,2025-05-23,4034,203,60
217177,842,19346,2025-05-07,4137,177,95
217178,766,16883,2025-04-15,2257,211,84
217179,389,15532,2025-03-11,3606,712,99
217180,610,1129,2025-07-12,1800,82,65
217181,420,4744,2025-05-30,3707,442,20
217182,359,7649,2025-01-20,1132,720,7
217183,297,8947,2025-08-11,2197,261,27
217184,218,8270,2025-02-20,797,60,39
217185,313,1994,2025-05-28,1619,860,18
217186,651,6408,2025-02-27,1425,775,65
217187,978,16272,2025-01-24,3335,454,69
217188,324,1745,2025-07-16,11,127,8
217189,656,13096,2025-01-03,4267,202,78
217190,272,16343,2025-01-26,325,577,8
217191,856,19955,2025-06-01,4000,796,67
217192,530,11956,2025-05-18,1955,371,28
217193,489,18794,2025-03-30,3366,979,1
217194,214,14179,2025-07-19,4255,657,22
217195,890,14193,2025-03-10,1967,203,52
217196,884,17737,2025-03-07,2222,908,42
217197,932,16384,2025-01-27,2929,123,3
217198,167,1016,2025-04-02,3571,135,86
217199,509,6015,2025-01-28,2283,114,88
217200,33,7471,2025-07-14,1516,111,74
217201,543,4460,2025-08-18,3080,181,11
217202,467,7397,2025-06-06,4523,174,70
217203,105,13078,2025-05-13,2063,763,16
217204,876,3363,2025-02-13,243,934,83
217205,132,9230,2025-03-07,870,26,47
217206,251,2636,2025-07-15,4162,520,15
217207,663,956,2025-01-14,4748,53,20
217208,319,16791,2025-03-11,4179,105,16
217209,391,13716,2025-08-20,2346,233,66
217210,22,14511,2025-01-05,1004,986,69
217211,953,11749,2025-06-13,3072,87,59
217212,201,9886,2025-05-20,1244,473,16
217213,104,602,2025-07-28,2684,394,9
217214,476,331,2025-05-01,2904,448,5
217215,279,6639,2025-07-10,802,165,60
217216,472,4124,2025-02-23,1002,666,86
217217,927,4306,2025-01-05,999,778,48
217218,228,10647,2025-04-19,143,397,19
217219,707,18455,2025-05-09,4130,867,58
217220,411,1688,2025-06-12,3612,629,6
217221,936,15211,2025-05-24,4237,839,35
217222,93,2081,2025-06-06,3070,891,66
217223,795,4679,2025-02-13,545,731,81
217224,483,15589,2025-03-25,722,963,42
217225,113,19929,2025-08-28,1122,447,22
217226,961,9523,2025-03-22,3414,585,7
217227,319,435,2025-08-18,365,615,6
217228,264,16284,2025-05-27,4434,224,93
217229,89,18221,2025-03-15,4248,652,23
217230,962,17597,2025-07-29,4674,335,5
217231,741,19821,2025-02-16,2656,207,65
217232,904,340,2025-01-06,3700,806,66
217233,151,7997,2025-01-16,2832,951,66
217234,622,920,2025-07-17,640,718,70
217235,973,1028,2025-05-08,3841,291,97
217236,88,18615,2025-03-04,71,850,34
217237,979,15803,2025-04-24,3521,815,20
217238,734,19949,2025-03-14,3299,151,4
217239,939,6940,2025-05-18,4705,584,70
217240,345,12648,2025-03-17,226,923,82
217241,385,16211,2025-08-10,115,661,21
217242,799,13893,2025-02-22,1853,852,47
217243,741,13092,2025-01-07,807,986,33
217244,114,5753,2025-02-05,4488,433,32
217245,736,10032,2025-06-07,2570,270,43
217246,672,14217,2025-08-19,2018,124,18
217247,41,6751,2025-03-15,4272,539,92
217248,935,13788,2025-06-06,4542,184,55
217249,83,8719,2025-06-02,437,732,83
217250,149,5002,2025-07-17,2965,686,29
217251,223,18967,2025-01-01,4767,945,85
217252,215,13861,2025-01-05,4464,860,38
217253,606,3698,2025-06-11,1390,807,1
217254,696,18038,2025-04-21,4421,582,46
217255,325,3257,2025-08-26,4371,958,43
217256,226,16403,2025-01-21,1112,914,88
217257,437,1472,2025-03-24,2003,477,68
217258,192,14419,2025-05-24,3543,609,73
217259,468,8585,2025-04-11,1803,740,65
217260,14,1945,2025-02-19,4820,952,76
217261,16,17705,2025-08-24,2285,577,54
217262,774,2854,2025-08-09,2744,432,64
217263,522,15100,2025-05-30,2358,990,63
217264,961,18245,2025-03-18,1459,990,87
217265,186,9872,2025-01-23,1274,871,38
217266,301,14350,2025-02-04,330,91,13
217267,996,5861,2025-01-17,1567,402,39
217268,139,8165,2025-08-28,247,700,63
217269,630,19677,2025-03-04,449,722,29
217270,504,13326,2025-05-06,3412,593,72
217271,685,15714,2025-03-02,3658,841,75
217272,595,2459,2025-03-21,4492,801,32
217273,160,9272,2025-03-29,4713,377,10
217274,869,7702,2025-04-17,1308,944,18
217275,70,10858,2025-07-28,1474,682,16
217276,948,9822,2025-01-22,3947,97,26
217277,481,6462,2025-08-26,1560,220,15
217278,319,361,2025-04-06,4863,472,51
217279,949,7052,2025-03-30,3997,179,14
217280,110,4743,2025-07-12,4754,737,22
217281,267,4055,2025-03-07,1300,748,0
217282,372,14561,2025-03-24,4493,711,30
217283,616,11019,2025-03-29,794,204,0
217284,695,10248,2025-01-05,4299,444,14
217285,235,6199,2025-06-29,388,732,85
217286,541,15541,2025-03-17,4015,47,68
217287,792,11384,2025-05-21,3459,265,48
217288,90,7728,2025-01-31,4981,426,3
217289,32,11217,2025-03-28,4919,234,39
217290,835,12454,2025-08-19,1971,515,66
217291,331,10158,2025-01-22,1887,18,79
217292,73,1944,2025-02-08,3049,13,58
217293,82,7166,2025-01-25,3414,411,47
217294,54,2667,2025-03-18,3848,74,93
217295,789,1683,2025-07-03,3042,879,0
217296,391,395,2025-07-07,1725,546,74
217297,766,17560,2025-02-11,3415,329,89
217298,545,54,2025-08-04,2728,161,22
217299,842,13472,2025-04-02,3821,864,70
217300,960,18249,2025-08-27,359,772,49
217301,534,1612,2025-01-31,1177,519,86
217302,51,11462,2025-06-06,4358,499,24
217303,178,3300,2025-05-26,3005,26,50
217304,417,14289,2025-03-30,4850,700,69
217305,345,689,2025-02-23,26,860,90
217306,127,12071,2025-07-09,3251,367,38
217307,161,10904,2025-05-05,2835,193,69
217308,429,4632,2025-04-13,938,598,91
217309,334,9325,2025-02-23,349,490,31
217310,154,12544,2025-02-13,257,939,95
217311,278,6877,2025-01-16,3964,517,39
217312,167,606,2025-07-06,3792,410,3
217313,289,13688,2025-08-11,1466,408,64
217314,461,8249,2025-05-20,3979,982,98
217315,510,1089,2025-07-22,2824,383,65
217316,670,6214,2025-06-11,3390,344,97
217317,921,18629,2025-07-27,999,686,3
217318,984,3149,2025-03-19,697,436,6
217319,698,19112,2025-05-04,4316,826,33
217320,52,16180,2025-08-02,1602,905,53
217321,645,14568,2025-05-29,2600,858,49
217322,340,18697,2025-01-15,2346,826,97
217323,201,9120,2025-06-06,1127,957,49
217324,990,17369,2025-05-23,1112,104,61
217325,204,17502,2025-06-12,2965,269,23
217326,718,16782,2025-01-16,1437,189,95
217327,272,1843,2025-07-18,868,976,45
217328,817,11257,2025-06-26,2758,978,22
217329,416,412,2025-03-07,3842,953,54
217330,157,851,2025-06-15,404,929,17
217331,432,19052,2025-08-27,2493,434,91
217332,953,6710,2025-06-12,1902,374,37
217333,391,17323,2025-04-22,1382,444,75
217334,922,1884,2025-01-13,92,876,38
217335,649,2691,2025-01-20,2296,726,81
217336,322,19864,2025-06-29,4995,543,96
217337,386,17102,2025-01-04,531,584,34
217338,721,17625,2025-06-23,4467,653,73
217339,975,12774,2025-06-03,1780,380,1
217340,727,13836,2025-08-09,3078,154,76
217341,50,5482,2025-04-13,3242,535,99
217342,572,15334,2025-08-14,2466,693,10
217343,978,17842,2025-02-04,4438,987,31
217344,127,13898,2025-08-15,2295,151,40
217345,443,10873,2025-05-13,3362,937,76
217346,78,14769,2025-04-19,2048,968,89
217347,383,5386,2025-06-21,2323,594,49
217348,178,11633,2025-08-23,969,433,1
217349,797,12682,2025-04-05,4158,549,70
217350,351,17572,2025-06-02,421,590,59
217351,40,19721,2025-01-18,160,380,58
217352,494,14046,2025-03-02,217,756,85
217353,499,11641,2025-03-26,3220,942,91
217354,970,8856,2025-08-08,3523,997,55
217355,748,14956,2025-02-16,4180,747,99
217356,898,11892,2025-01-25,4013,276,27
217357,784,3533,2025-03-19,3786,273,75
217358,112,12829,2025-05-02,342,687,79
217359,92,18160,2025-04-02,4039,750,90
217360,634,16865,2025-02-25,1122,796,81
217361,253,5052,2025-01-22,3837,95,62
217362,11,17859,2025-06-30,1982,6,88
217363,1,14779,2025-04-09,2512,418,53
217364,919,23,2025-03-12,819,376,52
217365,938,14731,2025-02-01,284,449,11
217366,841,12096,2025-01-06,161,724,11
217367,372,6580,2025-05-04,1932,386,85
217368,223,2889,2025-08-01,4765,217,15
217369,989,16468,2025-01-26,2507,813,90
217370,693,12413,2025-07-14,1696,305,63
217371,574,5057,2025-02-23,3739,248,66
217372,416,18787,2025-06-24,3854,311,50
217373,420,12233,2025-06-01,4800,121,89
217374,586,15304,2025-06-15,4084,791,93
217375,940,4113,2025-06-17,4936,204,45
217376,163,4233,2025-08-08,3337,968,41
217377,616,14756,2025-02-13,478,825,3
217378,956,9655,2025-01-06,1120,344,82
217379,345,13486,2025-05-08,3379,913,3
217380,214,16343,2025-04-17,121,597,46
217381,333,4134,2025-05-30,4202,344,91
217382,380,6907,2025-05-16,4449,924,71
217383,58,6832,2025-03-30,998,877,49
217384,253,14591,2025-03-15,442,572,94
217385,362,5549,2025-07-03,3577,927,89
217386,645,12550,2025-03-09,205,396,89
217387,470,14328,2025-05-19,2833,214,29
217388,776,3863,2025-08-11,274,274,67
217389,53,131,2025-05-20,4423,4,89
217390,440,5351,2025-05-07,58,2,47
217391,703,4935,2025-02-04,1298,897,37
217392,564,18203,2025-03-02,2130,650,27
217393,643,1075,2025-04-14,2293,14,50
217394,437,699,2025-02-19,4880,802,62
217395,918,8411,2025-01-29,707,880,83
217396,140,15356,2025-04-28,27,810,91
217397,248,3843,2025-05-04,1615,8,57
217398,795,2148,2025-02-07,706,116,60
217399,282,19143,2025-02-23,366,318,62
217400,530,12880,2025-04-18,3588,467,12
217401,830,8062,2025-05-08,1803,908,47
217402,969,15922,2025-04-17,1432,74,84
217403,738,10480,2025-06-19,3188,479,26
217404,318,6235,2025-01-19,3779,623,43
217405,111,9397,2025-02-12,4469,981,89
217406,717,11308,2025-05-13,2713,869,41
217407,847,2879,2025-05-25,1000,928,45
217408,910,17178,2025-05-29,1617,677,25
217409,589,8892,2025-03-10,2003,260,39
217410,669,8139,2025-04-23,1062,857,75
217411,952,10106,2025-02-21,3703,593,35
217412,420,14836,2025-04-10,1502,650,34
217413,11,1790,2025-02-09,2914,216,7
217414,661,9951,2025-07-08,119,328,56
217415,753,16830,2025-01-20,510,248,77
217416,468,13189,2025-05-02,262,708,23
217417,93,1112,2025-01-08,79,458,26
217418,6,1495,2025-04-24,2826,808,72
217419,219,15610,2025-08-14,819,526,44
217420,128,16327,2025-06-09,2579,763,75
217421,996,1080,2025-03-16,4602,206,6
217422,97,16673,2025-01-23,4514,995,86
217423,693,3737,2025-01-07,158,664,51
217424,748,7102,2025-04-19,4021,43,84
217425,921,14230,2025-02-28,4417,657,16
217426,268,11857,2025-03-18,420,841,0
217427,333,9376,2025-03-15,1375,237,90
217428,680,16304,2025-03-02,1543,968,29
217429,183,406,2025-05-12,3232,674,35
217430,985,19945,2025-01-22,3917,884,19
217431,945,3998,2025-07-03,3069,933,8
217432,994,11036,2025-08-05,1346,286,15
217433,563,11201,2025-06-12,1761,316,94
217434,790,17744,2025-08-21,4494,218,23
217435,890,16528,2025-04-02,2544,678,53
217436,931,7502,2025-06-07,2537,569,57
217437,481,19615,2025-04-01,1128,865,96
217438,79,1383,2025-05-11,196,567,62
217439,456,630,2025-03-10,2616,136,16
217440,693,11957,2025-07-01,3632,701,44
217441,617,19984,2025-05-21,498,77,48
217442,363,14781,2025-07-22,4245,445,57
217443,627,11641,2025-05-01,1068,155,43
217444,804,17122,2025-04-13,1887,975,27
217445,168,19901,2025-01-02,2683,996,6
217446,380,8167,2025-01-21,3220,898,44
217447,576,10192,2025-06-23,1043,773,38
217448,707,9528,2025-02-04,4810,540,5
217449,357,8337,2025-02-05,1719,165,57
217450,969,12644,2025-08-22,2580,251,33
217451,357,18183,2025-08-11,1965,839,76
217452,601,9006,2025-06-08,4486,742,27
217453,611,5923,2025-03-22,3838,147,22
217454,790,13688,2025-03-16,2459,451,31
217455,726,1497,2025-02-08,4090,675,53
217456,640,2721,2025-02-06,563,124,96
217457,660,1729,2025-01-07,4725,222,73
217458,888,15082,2025-02-19,3404,288,99
217459,942,19074,2025-03-23,4945,303,91
217460,864,1481,2025-05-03,4111,720,54
217461,473,1475,2025-07-03,2465,853,64
217462,785,11814,2025-06-26,3867,972,65
217463,622,12928,2025-03-02,446,975,27
217464,962,3107,2025-08-21,1168,169,16
217465,16,14750,2025-04-20,1162,583,57
217466,888,16049,2025-05-28,985,75,93
